CRUISE,ORIGINAL,COMPILED,Time,Year,Month,Day,Hour,Minute,Second,Longitude,Latitude,Depth,ID,Variable,Units,405,411,443,455,465,489,510,520,530,550,555,560,565,570,590,619,625,665,670,683,715,750
Bunbury_2003_2005,Bunbury,CSIRO,2003-03-04T02:05:00Z,2003,3,4,2,5,0,115.65,-33.30833,6,Bunbury_2003_2005_2003-03-04T02:05:00Z,ag,m-1,0.3363,0.3113,0.1957,0.1644,0.1409,0.0994,0.073,0.0637,0.0546,0.0409,0.0385,0.0357,0.033,0.0306,0.0229,0.0152,0.0138,0.0077,0.0072,0.006,0.0038,0.0022
Bunbury_2003_2005,Bunbury,CSIRO,2003-03-04T04:08:00Z,2003,3,4,4,8,0,115.31667,-33.11667,0,Bunbury_2003_2005_2003-03-04T04:08:00Z,ag,m-1,0.1363,0.1289,0.0923,0.0814,0.0728,0.0566,0.0453,0.0411,0.0368,0.0298,0.0286,0.0271,0.0256,0.0242,0.0196,0.0147,0.0137,0.009,0.0085,0.0075,0.0054,0.0037
Bunbury_2003_2005,Bunbury,CSIRO,2003-03-04T04:08:00Z,2003,3,4,4,8,0,115.31667,-33.11667,12,Bunbury_2003_2005_2003-03-04T04:08:00Z,ag,m-1,0.0418,0.0376,0.02,0.0158,0.0128,0.008,0.0053,0.0044,0.0035,0.0024,0.0022,0.002,0.0018,0.0016,0.0011,0.0006,0.0006,0.0003,0.0002,0.0002,0.0001,0
Bunbury_2003_2005,Bunbury,CSIRO,2003-03-04T05:07:00Z,2003,3,4,5,7,0,115.39792,-33.1625,0,Bunbury_2003_2005_2003-03-04T05:07:00Z,ag,m-1,0.0396,0.0357,0.0192,0.0153,0.0124,0.0078,0.0052,0.0043,0.0035,0.0024,0.0022,0.002,0.0018,0.0016,0.0011,0.0006,0.0006,0.0003,0.0002,0.0002,0.0001,0
Bunbury_2003_2005,Bunbury,CSIRO,2003-03-04T05:07:00Z,2003,3,4,5,7,0,115.39792,-33.1625,12,Bunbury_2003_2005_2003-03-04T05:07:00Z,ag,m-1,0.0551,0.0505,0.03,0.0247,0.0208,0.014,0.0099,0.0085,0.0072,0.0052,0.0049,0.0045,0.0041,0.0037,0.0027,0.0017,0.0015,0.0008,0.0007,0.0006,0.0004,0.0002
Bunbury_2003_2005,Bunbury,CSIRO,2003-03-04T05:56:00Z,2003,3,4,5,56,0,115.47917,-33.20833,0,Bunbury_2003_2005_2003-03-04T05:56:00Z,ag,m-1,0.1124,0.1058,0.0738,0.0644,0.0571,0.0436,0.0343,0.0308,0.0273,0.0218,0.0209,0.0196,0.0185,0.0174,0.0139,0.0101,0.0094,0.006,0.0056,0.0049,0.0034,0.0023
Bunbury_2003_2005,Bunbury,CSIRO,2003-03-04T05:56:00Z,2003,3,4,5,56,0,115.47917,-33.20833,10,Bunbury_2003_2005_2003-03-04T05:56:00Z,ag,m-1,0.1841,0.1758,0.1337,0.1206,0.1101,0.0896,0.0747,0.0689,0.0629,0.053,0.0512,0.0489,0.0467,0.0447,0.0376,0.0296,0.028,0.0198,0.019,0.0171,0.013,0.0096
Bunbury_2003_2005,Bunbury,CSIRO,2003-03-04T06:42:00Z,2003,3,4,6,42,0,115.56042,-33.25417,0,Bunbury_2003_2005_2003-03-04T06:42:00Z,ag,m-1,0.152,0.1433,0.1008,0.0883,0.0785,0.0603,0.0477,0.043,0.0382,0.0307,0.0294,0.0277,0.0261,0.0246,0.0198,0.0145,0.0135,0.0087,0.0082,0.0072,0.005,0.0034
Bunbury_2003_2005,Bunbury,CSIRO,2003-03-04T06:42:00Z,2003,3,4,6,42,0,115.56042,-33.25417,10,Bunbury_2003_2005_2003-03-04T06:42:00Z,ag,m-1,0.1247,0.1173,0.081,0.0705,0.0623,0.0472,0.0369,0.0331,0.0292,0.0232,0.0221,0.0208,0.0196,0.0184,0.0146,0.0106,0.0098,0.0062,0.0058,0.005,0.0035,0.0023
Bunbury_2003_2005,Bunbury,CSIRO,2003-03-05T02:14:00Z,2003,3,5,2,14,0,115.62952,-33.32132,0,Bunbury_2003_2005_2003-03-05T02:14:00Z,ag,m-1,0.1705,0.154,0.0837,0.0666,0.0543,0.0344,0.0229,0.0191,0.0156,0.0107,0.0099,0.0089,0.0081,0.0073,0.005,0.0029,0.0026,0.0012,0.0011,0.0009,0.0005,0.0002
Bunbury_2003_2005,Bunbury,CSIRO,2003-03-05T02:14:00Z,2003,3,5,2,14,0,115.62952,-33.32132,6,Bunbury_2003_2005_2003-03-05T02:14:00Z,ag,m-1,0.2022,0.1843,0.1056,0.0857,0.0712,0.0469,0.0324,0.0275,0.0228,0.0161,0.0151,0.0137,0.0125,0.0114,0.008,0.0049,0.0044,0.0022,0.002,0.0016,0.0009,0.0005
